TMT	BLOCK	PLOT	TREE	SPECIES	ORIG COND	85 DIA	85 COND	90 DIA	90 COND	95 DIA	95 COND	00 DIA	00 COND	09 DIA	09 COND	20 DIA	20 COND	2020 Notes	13 COND	NOTES 2013	NOTES    edited or added 2011 EH										
1	5	B	12	DF	1	32.4	1	34.3	1	36.8	1	38.8	1	41.9	1	47.1	1					OK									
1	5	B	13	DF	1	18.7	1	18.8	1	19.2	1		4	19.1	4		4	snag			09-STANDING DEAD	OK									
1	5	B	14	DF	1	27.8	1	29.9	1	31.7	1	33.3	1	36.2	1	41	1					OK									
1	5	B	15	DF	1	16	1	16.2	1	17	1		4		4		4				09-STAnding dead	OK									
1	5	B	16	DF	1	23.8	1	24.7	1	25.4	1	25.7	1	26	2	27.2	2				09-SUPPRESSED	OK									
1	5	B	17	DF	1	21.2	1	22.2	1	22	1	21.4	1	20.9	2	22	2				09- MOVED DBH UP 2 INCHES DUE TO SCAR	OK		GPS NOTES 2009: FOR PLOT 1-5B							
1	5	B	18	DF	1	34.4	1	36.9	1	39.5	1	41.7	1	45.6	1	51.9	1				09- scar at DBH 	OK		GARMIN 60C  WAYPOINT 45							
1	5	B	19	DF	1	19.6	1	20	1	20.2	1	19.8	1	19.8	4		4	Tall snag			09- NEWLY DEAD RED FOLIAGE	OK		ACCURACY + OR - 22FT							
1	5	B	20	DF	1	35.7	1	38.4	1	40.6	1	43	1	47.3	1	52.5	1					OK		"N44.53361°, W123.53293°"							
1	5	B	21	DF	1	16	1	15.9	1	16	1	15.7	1		4						09- standing dead	OK									
1	5	B	22	DF	1	32.7	1	35	1	36.3	1	38.1	1	40.3	1	43.7	1					OK									
1	5	B	23	DF	1	24	1	25.2	1	26.5	1	27.8	1	29.8	2	30.9	2				"09- SUPPRESSED, 1/2 A CROWN"	OK									
1	5	B	25	DF	1	19.1	1	19.5	1	19.7	1	19.7	1	19.9	2		2					OK									
1	5	B	26	DF	1	15.6	4		4		4		4	 	4		4					OK									
1	5	B	27	DF	1	36.6	1	39.4	1	42.4	1	45.7	1	50.8	1		1					OK									
1	5	B	28	DF	1	20	1	20.4	1	20.6	1	21.1	1	21.8	2		2					OK									
1	5	B	30	DF	1	19.4	1	19.3	4		4		4		4		4				"09- standing dead,top gone"	OK									
1	5	B	31	DF	1	34.8	1	36.2	1	38.4	1	37.4	1	38.5	1	41	1					OK									
1	5	B	32	DF	1	34.8	1	36.6	1	38.4	1	39.7	1	43.6	1	48.2	1					OK									
1	5	B	33	DF	1	36.1	1	38	1	40.1	1	42.8	1	45.5	1						09- adequate crown scar under DBH	OK									
1	5	B	35	DF	1	26.7	1	28	1	29.7	1	31.2	1	33.9	2	35.6	2					OK									
1	5	B	36	BM	1	30.1	1	31.1	1	32.3	1	33.8	1	37	1		1					OK									
1	5	B	37	DF	1		1	33.1	1	36	1	38.1	1	42	1	44.9	1					OK									
1	5	B	38	DF	1	16	1	16	1	16.9	4		4		4		4				09- high snap dead standing	OK									
1	5	B	39	DF	1	17.8	1	17.8	1	18	1		4	18	4		4				09- high snap dead standing	OK									
1	5	B	40	DF	1	17.4	1	17.5	1	17.7	4		4		4		4				09- dead standing	OK									
1	5	B	41	DF	1	20	1	20.7	1	21.5	1	21.5	1	21.8	2	22.1						OK									
1	5	B	42	DF	1	17	1	17.1	1	16.9	4		4	 	4		4				09- on ground	OK									
1	5	B	43	DF	1	32.7	1	34.5	1	36	1	38	1	40.7	1	43.7	1					OK									
1	5	B	44	DF	1	23.7	1	23.9	1	24.1	1	24.5	1	25	2	25.1	2					OK									
1	5	B	45	DF	1	38.8	1	42	1	45	1	47.3	1	51.9	1	57.4	1					OK									
1	5	B	46	DF	1	50.5	1	52.7	1	54.5	1	56.7	1	59.5	1	62.1	1					OK									
1	5	B	47	DF	1	19.8	1	20.7	1	21.5	1	22	1	23.5	2	25						OK									
1	5	C	1	DF	1	42.3	1	46.2	1	50.2	1	53	1	58.8	1	60.8	1	Tag #4030				OK									
1	5	C	2	DF	1	25.8	1	26.3	1	27.6	1	29.2	1	30.9	2	32.8	2				09-SOMETHING CHEWING THE TREE LOTS OF SAP FLOWING OUT OF THE BASE	OK									
1	5	C	3	DF	1	20.8	1	20.8	1	20.7	1	20.8	1	20.9	2	21.5	2				09- TOP OFF	OK									
1	5	C	4	DF	1	42.3	1	45.6	1	48.6	1	52.7	1	57.7	1	60.2	1					OK									
1	5	C	5	DF	1	47	1	49.7	1	53	1	53.6	1	57.7	1	62.1	1				09- HIT BY TREE # 21 	OK									
1	5	C	6	DF	1	26.2	1	25.9	4		4		4	 	4		4				09- PALIATED ACTIVITY	OK									
1	5	C	7	DF	1	33	1	35.1	1	37.3	1	37.9	1	40.9	1	44.2	1				09- leaning	OK									
1	5	C	8	DF	1	17.1	4		4		4		4	 	4		4					OK									
1	5	C	9	DF	1	29.9	1	33.8	1	34.9	1	34.5	1	35.5	2	36.2	2				09- HIT BY FALL OF TREE	OK									
1	5	C	10	DF	1	28	1	29.4	1	30.4	1	31.4	1								09- BELIEVED TO BE FOUND PAINTED 10?? BURIED UNDER FALLEN TREE#21	OK									
1	5	C	11	DF	1	15.6	4		4		4		4	 	4		4					OK									
1	5	C	12	DF	1	19	1	19.1	1	19	1	19	1	18.7	4		4				09- DEAD STANDING	OK									
1	5	C	13	DF	1	19.6	4		4		4		4	 	4		4				09- BROKEN BELOW DBH 	OK		GPS NOTES 2009: FOR PLOT 1-5C							
1	5	C	14	DF	1	20.2	1	20.3	1	20.6	1	20.6	1	20.5	4						09- DEAD	OK		ACCURACY + OR - 40FT							
1	5	C	15	DF	1	18	1	18	1	18	1	18.3	1	18.2	4						09- DEAD STANDING	OK		GARMIN 60C  WAYPOINT 42							
1	5	C	16	DF	1	38.4	1	40.6	1	42.3	1	44	1	45.4	2	43.4	2				09- SPLIT TOP NOT MUCH LEAF AREA	OK		"N44.53431°, W123.53539°"							
1	5	C	17	DF	1	39.1	1	41.6	1	43.7	1	46	1	49.8	1	55.1	1				09- SCAR AT DBH	OK									
1	5	C	18	DF	1	36.3	1	38.9	1	40.5	1	42.5	1	46.3	1	46.3	1					OK									
1	5	C	19	DF	1	17.8	1	17.6	3		3		3		3		3					OK									
1	5	C	20	DF	1	19.6	1		3		3		3		3		3				DOWN	OK									
1	5	C	21	DF	1	34.1	1	34.8	1	35.9	1	35.9	1	 	4						"09- BROWN CUBICAL ROT, BEATLES"	OK									
1	5	C	22	DF	1	15.6	4		4		4		4	 	4		4					OK									
1	5	C	23	DF	1	21.2	1	20.9	1	21	1	21.2	1	21.4	4		4				09- DEAD STANDING	OK									
1	5	C	25	DF	1	23.3	1	24.2	1	24.7	1	25.9	1	27.3	2	23.1	2				09-TREE FALLEN ON IT DBH HAD TO BE TAKEN LOWER THAN MARK	OK									
1	5	C	26	DF	1	29.8	1	33.1	1	34.4	1	36	1	37.3	2	39	2				09- leaning	OK									
1	5	C	27	DF	1	16.9	4		4		4		4	 	4		4				09- BROKEN BELOW DBH ROTTEN HOLLOW	OK									
1	5	C	28	DF	1	16.7	1	16.8	4		4		4	 	4		4					OK									
1	5	C	29	DF	1	20.5	1	20.3	3		3		3	 	3		3					OK									
1	5	C	30	DF	1	22.1	1	22.3	1	22.1	4		4	 	4		4					OK									
1	5	C	31	DF	1	48.1	1	50.2	1	52.4	1	55.4	1	60.5	1	67.4	1				09- RECENTLY HIT BY FALLEN TREE	OK									
1	5	C	32	DF	1	22.5	1	23.3	1	24	1	24.4	1	24.8	2							OK									
1	5	C	33	DF	1	16.6	1	16.6	1	16.4	3		3	 	3		3				09- DEAD STANDING	OK									
1	5	C	34	DF	1	19	1	19.1	1	19.1	1	19.3	1	19.1	4		4				09- DEAD STANDING	OK									
1	5	C	35	DF	1	20.5	1	20.7	1	20.9	1	20.9	1	21	2	20.6	2					OK									
1	5	C	36	DF	1	23.3	1	24	1	24.4	1	24.6	1	24.7	2	24.7	2					OK									
1	5	C	38	DF	1	17.2	1	17.6	1	17.8	1	18.9	1	19.1	2	20	2				09- #38&#39 GROWN TOGETHER	OK									
1	5	C	39	DF	1	36.7	1	40.2	1	43.1	1	46.7	1	53	1	60.9	1				09- #38&#39 GROWN TOGETHER	OK									
1	5	C	40	DF	1	20.5	1	21.6	1	22	1			 	4		4				missing	OK									
1	5	C	42	HL												22.2	1	"Not previously included, new tree"													
1	5	D	1	DF	1	42.9	1	44.7	1	46.3	1	48	1	51	1	57.5	1					OK									
1	5	D	2	DF	1	30.2	1	30.8	1	32.8	1	31.8	1	32.5	2	36.1	2	20-decent looking				OK									
1	5	D	3	DF	1	34.3	1	35.5	1	36.7	1	37.3	1	38.3	1	42.9	1					OK									
1	5	D	4	DF	1	16.4	3		3		3		3	 	3		3	20- Missing				OK									
1	5	D	5	DF	1	24.3	1	25.2	1	24.3	4		4		4		4	"09- BROKEN, DEAD"			"09- BROKEN, DEAD"	OK									
1	5	D	6	DF	1	38.3	1	39.7	1	42.6	1	43	1	46.1	1	51.5	1					OK									
1	5	D	7	DF	1	26.5	1	27.4	1	27.5	1	27.5	1	28.2	1	31.1	1					OK									
1	5	D	8	DF	4		3		3		3		3		3		3	"09- BROKEN, DEAD, 20- Missing"			"09- BROKEN, DEAD"	OK									
1	5	D	9	DF	1	44	1	46	1	47	1	49.4	1	51.9	1	57.5	1					OK									
1	5	D	10	DF	1	28.7	1	28.5	1	28.3	1	28.6	1	28.7	2	32.3	3	20- DEAD LRR				OK									
1	5	D	11	DF	1	30.3	1	31.3	1	31.3	4		4	 	4		4	"09- ON THE GROUND, DEAD, 20- Missing"			"09- ON THE GROUND, DEAD"	OK									
1	5	D	12	DF	1	30.4	1	31.6	1	33.1	1	33.9	1	35.9	1	40	1					OK									
1	5	D	13	DF	1	27	1	27.7	1	27.4	1	28.6	1	28.4	4		4	20- Missing				OK									
1	5	D	14	DF	1	40.7	1	42.5	1	44.6	1	46.3	1	49.3	1	55.8	1					OK		GPS NOTES 2009: FOR PLOT 1-5D							
1	5	D	15	DF	1	43.3	1	45	1	46.8	1	48.3	1	52.3	1	60.9	1					OK		GARMIN 60C  WAYPOINT 39							
1	5	D	16	DF	1	42.7	1	45.7	1	48.2	1	51.1	1	55.6	1	64.4	1					OK		ACCURACY + OR- 25FT							
1	5	D	17	DF	1	36.1	1	37.8	1	39.5	1	40.9	1	43.4	1	48.4	1					OK		"N44.53504°, W123.53333°"							
1	5	D	18	DF	1	36.2	1	37.3	1	38.7	1	38.8	1	39.6	1	44.1	1					OK									
1	5	D	19	DF	1	19	1	19.1	1	19.7	4		4		4			"09- BROKEN, DEAD, 20- Missing"			"09- BROKEN, DEAD"	OK									
1	5	D	20	DF	1	32.9	1	34.3	1	35.7	1	36.7	1	38.3	1	42.9	1					OK									
1	5	D	21	DF	1	35.9	1	39.3	1	42.1	1	45.1	1	50.8	1	64.4	1	20- Merged with #36 at the base				OK									
1	5	D	22	DF	1	41.1	1	43.2	1	45.7	1	48.3	1	53.2	1	62.7	1					OK									
1	5	D	23	DF	1	40.5	1	42.6	1	44.5	1	47.2	1	51.9	1	59.7	1					OK									
1	5	D	24	DF	1	22	4		4		4		4	 	4		4	20- Missing				OK									
1	5	D	25	DF	1	21.2	4		4		4		4	 	4		4	20- Missing				OK									
1	5	D	26	DF	1	27.2	1	27.4	1	27.8	1	27.2	1	28	4		4	20- Snag Armillaria				OK									
1	5	D	27	DF	1	19.8	4		4		4		4	 	4		4					OK									
1	5	D	28	DF	1	29.2	1	30.6	1	32.3	1	33.5	1	35.3	1		1					OK									
1	5	D	29	DF	1	24.2	1	24.3	1					 	4			missing			missing	OK									
1	5	D	30	DF	1	37.5	1	39.8	1	42.5	1	45.1	1	49.3	1		1					OK									
1	5	D	31	DF	1	22.2	2	21.8	4		4		4	 	4		4					OK									
1	5	D	32	DF	1	35	1		3		3		3	 	3		3					OK									
1	5	D	33	DF	1	25.5	4		4		4		4	 	4		4					OK									
1	5	D	34	DF	1	45.5	1	56	1	59.1	1	62.2	1	66.2	1		1					OK									
1	5	D	35	DF	1	22.4	1	22.9	1	23.1	1	23	1	23	2							OK									
1	5	D	36	DF						30	1	31.2	1	32.1	1							OK									
1	5	F	1	DF	1	25.9	1	27.3	1	29.1	1	30	1	33	1	35.2	1					OK									
1	5	F	2	DF	1	26.1	1	25.9	4					 			3	LRR confirmed!! Broken below DBH 				OK									
1	5	F	3	DF	1	46.2	1	49.3	1	51.8	1	54.8	1	58.2	1	65	1					OK									
1	5	F	4	DF	1	25	1	25.4	1	22.2	1	26.7	1	 	4		3	LRR confirmed.			09- BROKEN OFF BELOW DBH	OK									
1	5	F	5	DF	1	30.3	1	31.6	1	33.2	1	33.5	1	35	1	35.8	1					OK									
1	5	F	6	DF	1	33.5	1	35.4	1	37.2	1	39	1	42	1	44.7	1					OK									
1	5	F	7	DF	1	33.5	1	35.8	1	38.1	1	40.2	1	44	1	48.4	1					OK									
1	5	F	8	DF	1	32.1	1	33.3	1	35.8	1	35.7	1	39.6	1	39	1					OK									
1	5	F	9	DF	1	30	1	31.1	1	32.2	1	33	1	35.2	2	36.7	1				"09- NOT MUCH LEAF AREA, HALF A CROWN"	OK									
1	5	F	10	DF	1	25.3	1	26	1	26.2	1	26.3	1	26.2	4		4				09- STANDING DEAD	OK									
1	5	F	11	DF	1	29.1	1	30.4	1	31.6	1	32.5	1	34.5	1	35.5	1					OK									
1	5	F	12	DF	1	17	3		3		3		3	 	3		3					OK									
1	5	F	13	DF	1	44.6	1	47.8	1	50.6	1	54.2	1	58.8	1	68.6	1					OK									
1	5	F	14	DF	1	27.3	1	28.5	1	29.7	1	30.6	1	33.1	1	34.4	1					OK			GPS NOTES 2009: FOR PLOT 1-5F						
1	5	F	15	DF	1	33.9	1	35.5	1	36.4	1	37	1	38.6	1	41.2	1				09- LEANING 1/2 A CROWN	OK			GARMIN 60Cc  WAYPOINT 33						
1	5	F	16	DF	1	20.7	1	20.7	1	21.8	1	20.9	1	21.2	4	23.1	4	10 ft snag			09- STANDING DEAD	OK			ACCURACY + OR - 30FT						
1	5	F	17	DF	1	25.1	1	25.5	1	25.7	1	25.7	1	25.8	4		4	7 ft snag			09 STANDING DEAD	OK			"N44.53455°, W123.53311°"						
1	5	F	18	DF	1	17.8	3	17.8	3		3		3	 	3		3					OK									
1	5	F	19	DF	1	35.3	1	36.5	1	38.3	1	38.9	1	40.2	1	34.2	1					OK									
1	5	F	20	DF	1	26.9	1	27.6	1	29	1	29.2	1	29.5	2	30.9	2					OK									
1	5	F	21	DF	1	39.1	1	41.6	1	44.1	1	46.5	1	50.7	1	55	1				09 DAMAGED AT DBH	OK									
1	5	F	23	DF	1	18.3	1	18.2	1	19	4		4		4		4	Snag			09- STANDING DEAD	OK									
1	5	F	24	DF	1	42.7	1	45.7	1	48.8	1	51.2	1	55.2	1	60.9	1				09 -HAPPY FACE	OK									
1	5	F	25	DF	1	24.7	1	25.3	1	26.3	1	25.9	1	26	2	27.3	2					OK									
1	5	F	26	DF	1	26.2	1	27.5	1	29.8	1	29	1	30.5	1	32	1				09- PLOT TREE	OK									
1	5	F	27	DF	1	22.9	1	23.1	1	23.3	4		4		4		4	Snag				OK									
1	5	F	29	DF	1	36.7	1	38.7	1	41.5	1	42.3	1	46.3	1	49.8	1					OK									
1	5	F	30	DF	1	23.2	1	23.1	1	24.5	1		4	24.2	4		4	Tall snag			09- STANDING DEAD	OK									
1	5	F	31	DF	1	41.2	1	44.7	1	48	1	51.5	1	57.4	1							OK									
1	5	F	32	DF	1	25.4	1	25.8	1	26.7	1	26.2	1	26.5	2	27.3	4	Tall standing dead. 				OK									
1	5	F	33	DF	1	19.9	1	19.9	4					 	3		3				"09- ON THE GROUND, PW"	OK									
1	5	F	34	DF	1	26.9	1	27.8	1	29.4	1	28.5	1	29.1	2	30.3	2					OK									
1	5	F	35	DF	1	17.2	1	17.1	4		4		4	 	4		4					OK									
1	5	F	36	DF	1	19.7	1	19.6	4		4		4	19.5	4		4				09- STANDING DEAD	OK									
1	5	F	37	DF	1	23.4	1	24	1	25.5	1	24.7	1	25	2	26	2					OK									
1	5	F	38	DF	1	27	1	28.5	1	30	1	31.1	1	32.9	1	34.7	1					OK									
1	5	F	39	DF	1	28.5	1	29.6	1	30.9	1	31.9	1	33.9	1	35.6	1					OK									
1	5	F	40	DF	1	21.3	1		1	22.2	1	22.3	1	22.8	2	22.5	2				09- VERY SMALL CROWN	OK									
1	5	F	41	DF	1	16.2	2	15.9	4		4		4		4		4				09- STANDING DEAD	OK									
1	5	F	42	DF	1	17.6	1	17.5	4		4		4	17.5	4		4				09- STANDING DEAD	OK									
1	5	F	43	DF	1	20.2	1	20.4	1	20.8	4		4	20.4	4		4	Broken top			09- STANDING DEAD	OK									
1	5	F	44	DF	1	32.2	1	34	1	34.7	1	36	1	39.1	1	41.9	1					OK									
2	1	A	1	DF	1	49.6	1	50	1	52	1	53	1	58.8	1	61.5	1	Tagged 4823				OK									
2	1	A	2	DF	1	46.8	1							 								OK									
2	1	A	3	DF	1		1	73.3	1	76.3	1	79.8	1	86.8	1	99.2	1					OK									
2	1	A	4	DF	1	62.1	1	64	1	65.6	1	68.2	1	77.4	1	85.6	1					OK									
2	1	A	5	DF	1	41.3	1	43.3	1	45.7	1	48.1	1	54.5	1	60.5	1					OK									
2	1	A	6	HL	1	54.1	1							 								OK									
2	1	A	7	DF	1	23.4	1							 								OK									
2	1	A	8	DF	3		3		3		3		3	 	3		3					OK	NOTES FOR PLOT 2-1A 								
2	1	A	9	DF	1	44	1							 								OK	"GPS N44.52843°, W123.54678°"								
2	1	A	10	HL	1	28.7	1							 								OK	ACCURACY + OR- 34FT								
2	1	A	11	DF	1	41.5	1							 								OK									
2	1	A	12	RC	1	17	1							 								OK									
2	1	A	13	DF	1	32.3	1							 								OK									
2	1	A	14	DF	1	62.9	1	66.1	1	68.8	1	71.2	1	76.9	1	83	1					OK									
2	1	A	15	DF	1	59.2	1	62.7	1	65.7	1	70	1	74.4	1	80.9	1					OK									
2	1	A	16	DF	1	58.7	1							 								OK									
2	1	A	17	DF	3		3		3		3		3	 	3		3					OK									
2	1	A	18	HL	1	36	1	38.3	1	43.3	1	48.7	1	56.5	1	64.1	1					OK									
2	1	A	19	HL												17.1	1	"Not previously included, new tree"													
2	1	B	1	DF	1	58	1	60.5	1	63.9	1	67.1	1	73.6	1	83.2	1	Tag #4870				OK									
2	1	B	2	DF	1	29.6	1							 								OK									
2	1	B	3	DF	1	44.8	1							 								OK									
2	1	B	4	DF	1	69.1	1	72.4	1	75.6	1	80.2	1	86.4	1	93.6	1	Tag #4870				OK	NOTES 2009: GPS FOR PLOT 2-1B								
2	1	B	5	DF	1	35.3	1							 								OK	GARMIN 60C  WAYPOINT 71								
2	1	B	6	DF	1	63.5	1	65.5	1		3		3	 	3		3					OK	"N44.52924°, W123.54663°"								
2	1	B	7	DF	1	38.3	1	39.1	1	41.5	1	45.1	1	48	2						09- scar through DBH	OK	ACCURACY + OR- 27FT								
2	1	B	8	DF	1	35.3	1		3		3		3	 	3		3					OK									
2	1	B	9	DF	3		3		3		3		3	 	3		3					OK									
2	1	B	10	DF	1	42.6	1	44.8	1	47.2	1	50.8	1	57.8	1	63.3	1					OK									
2	1	B	11	DF	1	50.5	1	53.9	1	56.5	1	60.2	1	66.6	1	75.5	1		73.5			OK									
2	1	B	12	DF	1	25.5	1	27.2	1	29.4	1	33.2	1	36.6	4						09- no top	OK									
2	1	B	13	DF	1	48.3	1							 								OK									
2	1	B	14	DF	3		3		3		3		3	 	3		3					OK									
2	1	B	15	DF	3		3		3		3		3	 	3		3					OK									
2	1	B	16	DF	1	35	1							 								OK									
2	1	B	17	HL	1	17.8	2	17.9	2	21.2	1	25.1	1	28.5	2	28.2	2				"09- only hemlock on the plot that could be plot tree severly leaning so that original dbh is on ground, repianted '17?'"	OK									
2	1	B	18	RC	1	16.8	1	18.3	1	23.4	1	31.3	1	42.1	1	55.2	1					OK									
2	1	C	1	DF	1	63	1							 								OK									
2	1	C	2	DF	1	44.5	1							 								OK									
2	1	C	3	NF	1	25	1			27.3	4		4	 	4		4				09- DEAD STANDING	OK									
2	1	C	4	DF	3		3		3		3		3	 	3		3					OK									
2	1	C	5	DF	1	27.6	1							 								OK									
2	1	C	6	DF	1	18.3	1							 								OK									
2	1	C	7	DF	1	31.9	1	33.3	1	36.2	1	39.9	1	44.5	1	49.3	1					OK									
2	1	C	8	DF	1	61.4	1							 								OK		GPS NOTES 2009: FOR PLOT 2-1C							
2	1	C	9	DF	1	33.6	1							 								OK		GARMIN 60C  WAYPOINT 73							
2	1	C	10	DF	1	25.8	1							 								OK		ACCURACY + OR- 22FT							
2	1	C	11	DF	1	53.8	1	56.5	1	61	1	64.5	1	70.9	1	77.1	1					OK		"N44.52973°, W123.54653°"							
2	1	C	12	DF	1	23.5	3		3		3		3	 	3		3					OK									
2	1	C	13	DF	1	48.2	1	50	1	52.7	1	57.2	1	62.7	1	68	1					OK									
2	1	C	14	DF	3									 	3		3					OK									
2	1	C	15	DF	3									 	3		3					OK									
2	1	C	16	DF	1	33	1		3		3		3	 	3		3					OK									
2	1	C	17	DF	1	38.9	1		3		3		3	 	3		3					OK									
2	1	C	18	DF	1	27.6	3		3		3		3	 	3		3					OK									
2	1	C	19	DF	1	43.9	1		3		3		3	 	3		3					OK									
2	1	C	20	DF	3		3		3		3		3	 	3		3					OK									
2	1	C	21	DF	1	44	1	48.5	1	53.9	1	60.2	1	69	1	77.8	1					OK									
2	1	C	22	DF	3		3		3		3		3		3		3					OK									
2	1	C	23	DF	3		3		3		3		3		3		3					OK									
2	1	C	24	DF	3		3		3		3		3		3		3					OK									
2	1	C	25	DF	1	22.5	1	23	1	23.7	1	25	1	26.6	2	26.7	4	Dead standing				OK									
2	1	C	26	DF	3		3		3		3		3		3		3					OK									
2	1	D	2	NF	1	19.8	1							 								OK									
2	1	D	3	DF	1	22.7	1							 								OK									
2	1	D	4	DF	3		3		3		3		3		3		3					OK									
2	1	D	5	HL	1	29.1	1							 								OK									
2	1	D	6	DF	2	24.5	1	25.8	1	27.8	1	30.1	1	34	2	37.8	2					OK	GPS NOTES 2009: 		PLOT2-1D						
2	1	D	7	DF	1	36.1	1							 								OK	GARMIN 60C  WAYPOINT 			#75					
2	1	D	8	HL	1	39.7	1							 								OK	ACCURACY + OR- 30FT								
2	1	D	9	DF	1	64	1	65	1	68.8	1	73.1	1	79.5	1	89.1	1					OK	"N44.52741°, W123.54684°"								
2	1	D	10	DF	1	68.1	1	69.2	1	76.1	1	76.7	1	83.6	1	92.5	1					OK									
2	1	D	12	HL	1	16.4	1							 								OK									
2	1	D	13	DF	1	50.7	1							 								OK									
2	1	D	14	HL	1	58.5	1	60.2	1	60.6	1	63	1	64.6	1	65.3	1					OK									
2	1	D	15	HL	1	19.5	1							 								OK									
2	1	D	16	HL	1	20.1	1							 								OK									
2	1	D	17	HL	1	37.1	1	38.2	1	42.2	1	45.1	1	50	1	55.5	1				09- scar through DBH	OK									
2	1	D	18	HL	1	46.9	1							 								OK									
2	1	D	19	DF	3		3		3		3		3		3		3					OK									
2	1	D	20	HL	1	31	1							 								OK									
2	1	D	21	HL	1	24.1	1							 								OK									
2	1	D	22	DF	1	56.4	1							 								OK									
2	1	D	23	DF	1	22.7	1							 								OK									
2	1	D	24	HL	1	43.5	1							 								OK									
2	1	D	25	HL	1	20.6	1							 								OK									
2	1	D	26	DF	1	25.4	1							 								OK									
2	1	E	1	HL	1	41.1	1	42.7	1	44.4	1	47.1	1	50.8	1	53.2	1	Taged 4862				OK									
2	1	E	2	DF	1	21.5	1	21.4	1	21.1	1	21.1	1	21	4		4	Snag broken at 6 feet			09- DEAD STANDING	OK									
2	1	E	3	HL	1	25.3	1							 								OK									
2	1	E	4	HL	1	23.6	1							 								OK									
2	1	E	5	DF	1	42	1	44.3	1	47.4	1	50.5	1	55.8	1	67.6	1					OK									
2	1	E	6	DF	1	18.5	3	18.4	3	3		3		3		3						OK									
2	1	E	7	DF	1	33.8	1							 								OK									
2	1	E	8	DF	1	24.1	1							 								OK									
2	1	E	9	HL	1	24	1							 								OK									
2	1	E	10	DF	1	56.3	1							 								OK									
2	1	E	11	HL	1	16.5	1			20.4	1	24.1	1	29.2	1	32.1	2	Still leaning			09- LEANING	OK									
2	1	E	13	DF	1	51.4	1	52.4	1	54.2	1	56.4	1	60.8	1	65.9	1					OK				GPS NOTES 2009: 		PLOT 2-1E			
2	1	E	14	HL	1	26	1							 								OK				GARMIN 60C  WAYPOINT 			#74		
2	1	E	15	DF	1	28.6	1	30.2	1	31.7	1			38.5	1	43.2	1					OK				ACCURACY + OR- 25FT					
2	1	E	16	DF	1	21.7	1							 								OK				"N44.52769°, W123.54808°"					
2	1	E	17	DF	1	33.2	1	34.8	1	37	1	39	1	43.1	1	48.3	1					OK									
2	1	E	18	DF	1	19.2	1	18.6	3		3		3	 	3		3					OK									
2	1	E	19	HL	1	20.7	1	20.9	1	21.8	1	23.4	1	25.1	1	26.3	1					OK									
2	1	E	20	DF	1	26.7	1	27.1	1	27.7	1	28.3	1	29.5	1	30.2	1					OK									
2	1	E	21	HL	1	25.2	1	25.2	3		3		3	 	3		3					OK									
2	1	E	22	HL	1	16	1	16.1	1	16.5	1	17.6	1	18	2	18	2	"Snag, 20 feet standing "			09- BARK STRIPPED AND LEANING	OK									
2	1	E	23	HL	1	50.1	1	51.8	1	54.8	1	59	1	63.2	1	66.9	1					OK									
2	1	E	24	HL	1	42.5	1							 								OK									
2	1	E	25	HL	1	16.7	1							 								OK									
2	1	E	26	DF	1	47.4	1	48.9	1	50.9	1	53.7	1	57.6	1	63.4	1					OK									
2	1	E	27	HL	1	24.3	1	24	1	24.8	1	26	1	27.2	1	29.3	1					OK									
2	1	E	28	HL	1	21.7	1							 								OK									
2	1	E	29	DF	1	39.7	1	40.5	1	42.8	1	46	1	50.2	1	56	1				09- MOVED DBH ABOVE SCAR	OK									
2	1	E	30	DF	1	30.4	1							 								OK									
2	1	E	31	HL	1	28.3	1							 								OK									
2	1	E	32	DF	1	40.3	1	42	1	42.2	1	45.9	1	49.6	1	51.1	1					OK									
2	1	E	33	HL	1	44.8	1	46.4	1	50	1	52.7	1	55.8	1	58.8	1					OK									
2	1	E	34	HL	1	17.6	1	17.7	1	18.2	1	18.7	1	18.9	1	19.1	1	Broken top			09- TOP OFF	OK									
2	1	E	35	HL	1	16.7	1	16.8	1	18	1	18.7	1	19.9	1	20.9	1				09- BRANCHING AT 2'	OK									
2	1	E	36	DF	1	44.2	1	46.6	1	48.2	1	51.1	1	57.1	1	62.1	1					OK									
2	1	E	39	DF	1	25.3	1							 								OK									
2	1	E	40	HL	1	39	1	40	1	43.1	1	46.3	1	50.9	1	55	1					OK									
2	1	E	41	HL	1	34.5	1							 								OK									
2	1	E	42	HL	1	20.3	1	20.5	1	22.9	1	25.5	1	28.6	1	30.6	1	Double top				OK									
2	1	E	43	DF	1	21.3	1							 								OK									
2	1	E	44	DF	1	20.8	1							 								OK									
2	2	A	1	DF	1	25.7	4							 								OK									
2	2	A	2	DF	1	18.6	3		3		3		3	 	3		3					OK									
2	2	A	3	DF	1	32.7	3		3		3		3	 	3		3					OK									
2	2	A	4	DF	1	31.3	1			32.7	4		4		4		4					OK									
2	2	A	5	DF	1	61	1	61	1	64	1	67.3	1	72	1	74.1	1					OK									
2	2	A	6	DF	1	47.5	1	47.5	1	58	1	65	1	75.2	1	81.6	1	Tag#4825. Believe to have found polypore near this tree.				OK									
2	2	A	7	DF	1	24.5	1			24.5	4		4		4		4				09- DEAD STANDING	OK									
2	2	A	8	DF	1	16.3	1			15.8	4		4	 	4		4					OK									
